title,type,release_year,age,is_recent,duration_num,is_tv,is_us,year_added,country_primary,genre_primary,rating,listed_in,cast,has_known_actor,imdb_rating,imdb_votes,trending
My Friend Pinto,Movie,2011,15,0,100.0,0,0,2018,India,comedies,TV-14,"comedies, international movies, sci-fi & fantasy","Prateik, Kalki Koechlin, Arjun Mathur, Shruti Seth, Makrand Deshpande, Divya Dutta, Rajendranath Zutshi, Amin Hajee, Karim Hajee, Shakeel Khan",1,5.3,415.0,0
Phantom,Movie,2015,11,1,129.0,0,0,2018,India,action & adventure,TV-14,"action & adventure, international movies","Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty, Mohammed Zeeshan Ayyub, Sohaila Kapoor, Denzil Smith",1,6.0,10025.0,1
Pooja Kiven Aa,Movie,2013,13,0,122.0,0,0,2018,India,comedies,TV-PG,"comedies, international movies, music & musicals","Miss Pooja, Tarun Khanna, Raj Singh Jhinger, Sahil Vedoliyaa, B.N. Sharma, Manoj Joshi, Anita Shabdeesh, Sardar Sohi",1,5.2,42.0,0
Race,Movie,2008,18,0,155.0,0,0,2018,India,action & adventure,TV-14,"action & adventure, international movies, music & musicals","Saif Ali Khan, Akshaye Khanna, Katrina Kaif, Bipasha Basu, Anil Kapoor, Sameera Reddy",1,6.7,16405.0,1
Sat Shri Akaal England,Movie,2017,9,1,127.0,0,0,2018,India,comedies,TV-14,"comedies, dramas, international movies","Ammy Virk, Monica Gill, Karamjit Anmol, Sardar Sohi, Jarnail Singh, Satwant Kaur, Harby Sangha, Baljinder Darapuri",1,5.3,291.0,0
Strong,TV Show,2016,10,1,1.0,1,1,2018,United States,reality tv,TV-14,reality tv,Gabrielle Reece,0,6.8,6.0,0
Thaandavam,Movie,2012,14,0,156.0,0,0,2018,India,action & adventure,TV-14,"action & adventure, international movies, music & musicals","Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Lakshmi Rai, Santhanam, Nasser, Saranya Ponvannan",1,6.1,2211.0,0
Paradise Lost,Movie,2018,8,1,111.0,0,0,2018,Brazil,dramas,TV-MA,"dramas, independent movies, international movies","Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli",1,7.0,782.0,0
Animal World,Movie,2018,8,1,130.0,0,0,2018,China,action & adventure,TV-MA,"action & adventure, international movies, sci-fi & fantasy","Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke",1,6.4,5324.0,0
Life,TV Show,2018,8,1,1.0,1,0,2018,South Korea,international tv shows,TV-MA,"international tv shows, korean tv shows, tv dramas","Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",1,7.5,1084.0,0
Transformers Prime,TV Show,2013,13,0,1.0,1,1,2018,United States,kids' tv,TV-Y7,kids' tv,"Peter Cullen, Sumalee Montano, Frank Welker, Jeffrey Combs, Kevin Michael Richardson, Tania Gunadi, Josh Keaton, Steve Blum, Andy Pessoa, Ernie Hudson, Daran Norris, Will Friedle",1,5.3,13.0,0
The Most Assassinated Woman in the World,Movie,2018,8,1,102.0,0,0,2018,Belgium,dramas,TV-MA,"dramas, international movies, thrillers","Anna Mouglalis, Niels Schneider, André Wilms, Michel Fau, Sissi Duparc, Jean-Michel Balthazar, Julie Recoing, Eric Godon, Maya Coline, Constance Dollé",1,5.3,1230.0,0
The Debt Collector,Movie,2018,8,1,96.0,0,0,2018,United Kingdom,action & adventure,TV-MA,action & adventure,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd",1,5.9,9300.0,0
Love and Shukla,Movie,2017,9,1,110.0,0,0,2018,India,dramas,TV-MA,"dramas, independent movies, international movies","Saharsh Kumar Shukla, Taneea Rajawat, Hima Singh, Aparna Upadhyay, Loknath Tiwari, Sambhaji Sasane",0,7.3,1061.0,0
Once Again,Movie,2018,8,1,101.0,0,0,2018,India,dramas,TV-PG,"dramas, independent movies, international movies","Shefali Shah, Neeraj Kabi, Rasika Dugal, Bidita Bag, Priyanshu Painyuli, Bhagwan Tiwari",1,6.9,1220.0,0
Mersal,Movie,2017,9,1,162.0,0,0,2018,India,action & adventure,TV-14,"action & adventure, dramas, international movies","Joseph Vijay, S.J. Surya, Kajal Aggarwal, Samantha Ruth Prabhu, Nithya Menon, Vadivelu, Sathyaraj",1,7.5,39502.0,1
Mom,Movie,2017,9,1,139.0,0,0,2018,India,dramas,TV-14,"dramas, international movies, thrillers","Sridevi, Akshaye Khanna, Sajal Ali, Nawazuddin Siddiqui, Adnan Siddiqui, Pitobash, Abhimanyu Singh, Vikas Verma",1,7.2,12617.0,1
For Here or to Go?,Movie,2015,11,1,105.0,0,1,2018,United States,comedies,TV-MA,"comedies, dramas, independent movies","Ali Fazal, Melanie Chandra, Rajit Kapoor, Amitosh Nagpal, Omi Vaidya, Samrat Chakrabarti, Keith Stevenson",1,6.7,650.0,0
72 Dangerous Animals: Asia,TV Show,2018,8,1,1.0,1,0,2018,Australia,docuseries,TV-14,"docuseries, international tv shows, science & nature tv",Bob Brisbane,0,6.5,718.0,0
Afflicted,TV Show,2018,8,1,1.0,1,1,2018,United States,docuseries,TV-MA,"docuseries, reality tv, science & nature tv",,0,5.2,1233.0,0
The Guernsey Literary and Potato Peel Pie Society,Movie,2018,8,1,124.0,0,0,2018,United Kingdom,dramas,TV-PG,"dramas, romantic movies","Lily James, Michiel Huisman, Penelope Wilton, Tom Courtenay, Jessica Brown Findlay, Katherine Parkinson, Matthew Goode",1,7.3,56218.0,1
The Package,Movie,2018,8,1,95.0,0,1,2018,United States,comedies,TV-MA,comedies,"Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Eduardo Franco, Sadie Calvano",1,5.6,23769.0,1
Haider,Movie,2014,12,0,154.0,0,0,2018,India,dramas,TV-MA,"dramas, international movies, romantic movies","Shahid Kapoor, Tabu, Shraddha Kapoor, Kay Kay Menon, Irrfan Khan, Narendra Jha",1,8.0,58694.0,1
Tamasha,Movie,2015,11,1,133.0,0,0,2018,India,dramas,TV-14,"dramas, international movies, romantic movies","Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Javed Sheikh, Nikhil Bhagat, Faraaz Servaia",1,7.4,33263.0,1
The Blue Umbrella,Movie,2005,21,0,90.0,0,0,2018,India,children & family movies,TV-PG,"children & family movies, dramas, independent movies","Pankaj Kapur, Shreya Sharma, Dolly Ahluwalia, Deepak Dobriyal, Rahul Kumar, Paramjit Singh Kakran, Piu Dutt, Samrat Mukherjee",1,7.3,2235.0,0
Da Kath & Kim Code,Movie,2005,21,0,82.0,0,0,2018,Australia,movies,TV-PG,movies,"Jane Turner, Gina Riley, Glenn Robbins, Peter Rowsthorn, Magda Szubanski",1,7.3,1151.0,0
Smoking,TV Show,2018,8,1,1.0,1,0,2018,Japan,crime tv shows,TV-MA,"crime tv shows, international tv shows, tv action & adventure","Ryo Ishibashi, Nobuaki Kaneko, Tomomi Maruyama, Kaito Yoshimura",1,7.3,609.0,0
Duck Duck Goose,Movie,2018,8,1,92.0,0,0,2018,China,children & family movies,PG,"children & family movies, comedies","Jim Gaffigan, Zendaya, Lance Lim, Greg Proops, Reggie Watts, Carl Reiner, Jennifer Grey, Stephen Fry, Diedrich Bader, Natasha Leggero, Craig Ferguson, Rick Overton",1,5.8,4401.0,0
Luna Petunia: Return to Amazia,TV Show,2018,8,1,2.0,1,0,2018,Canada,kids' tv,TV-Y,kids' tv,"Ciara Alexys, Katie Griffin, Cory Doran, Jonah Weinberg, Stephanie Lynn Robinson, Stephanie Anne Mills, Robert Tinkler",1,4.6,52.0,0
Meteor Garden,TV Show,2018,8,1,1.0,1,0,2018,China,international tv shows,TV-14,"international tv shows, romantic tv shows, tv dramas","Shen Yue, Dylan Wang, Darren Chen, Connor Liang, Caesar Wu",0,7.8,6071.0,0
Katt Williams: Kattpacalypse,Movie,2012,14,0,61.0,0,1,2018,United States,stand-up comedy,TV-MA,stand-up comedy,Katt Williams,1,5.6,738.0,0
NCIS,TV Show,2017,9,1,15.0,1,1,2018,United States,crime tv shows,TV-14,"crime tv shows, tv dramas, tv mysteries","Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings",1,7.3,55.0,0
The Maus,Movie,2017,9,1,90.0,0,0,2018,Spain,horror movies,TV-MA,"horror movies, independent movies, international movies","Alma Terzic, August Wittgenstein, Aleksandar Seksan, Sanin Milavic, Diana Fernández Pérez, Ella Jazz",0,4.4,5111.0,0
Kiss Me First,TV Show,2018,8,1,1.0,1,0,2018,United Kingdom,british tv shows,TV-MA,"british tv shows, crime tv shows, international tv shows","Tallulah Haddon, Simona Brown, Matthew Beard, Matthew Aubrey",1,6.3,4384.0,0
TAU,Movie,2018,8,1,98.0,0,1,2018,United States,sci-fi & fantasy,R,"sci-fi & fantasy, thrillers","Maika Monroe, Ed Skrein, Gary Oldman",1,5.8,36945.0,1
Brain on Fire,Movie,2016,10,1,89.0,0,1,2018,United States,dramas,PG-13,"dramas, independent movies, international movies","Chloë Grace Moretz, Thomas Mann, Richard Armitage, Jenny Slate, Carrie-Anne Moss, Tyler Perry, Alex Zahara",1,6.6,25040.0,1
The Break with Michelle Wolf,TV Show,2018,8,1,1.0,1,1,2018,United States,stand-up comedy & talk shows,TV-MA,"stand-up comedy & talk shows, tv comedies",,0,5.6,1949.0,0
Sara's Notebook,Movie,2018,8,1,117.0,0,0,2018,Spain,dramas,TV-MA,"dramas, international movies, thrillers","Belén Rueda, Marian Álvarez, Iván Mendes, Manolo Cardona, Nick Devlin, Florin Opritescu",1,5.9,2942.0,0
Mob Psycho 100,TV Show,2018,8,1,1.0,1,0,2018,Japan,international tv shows,TV-MA,"international tv shows, tv action & adventure, tv comedies","Tatsuomi Hamada, Kazuki Namioka, Yuki Yoda, Ayumu Mochizuki, Atsushi Arai, Akio Otsuka, Moro Morooka",1,5.1,652.0,0
The Who Was? Show,TV Show,2018,8,1,1.0,1,1,2018,United States,kids' tv,TV-PG,"kids' tv, tv comedies","Haley Tju, Adam Hochstetter, Kirrilee Berger, Lilla Crawford, Bentley Green, Zach Timson, Andrew Daly, H. Jon Benjamin",1,6.7,728.0,0
Family Blood,Movie,2018,8,1,92.0,0,1,2018,United States,horror movies,TV-MA,horror movies,"James Ransone, Vinessa Shaw, Ajiona Alexus, Colin Ford",1,4.2,3479.0,0
Pup Star: World Tour,Movie,2018,8,1,87.0,0,0,2018,Canada,children & family movies,G,"children & family movies, comedies, music & musicals","Jed Ress, Makenzie Moss, Denisse Ojeda, Reggie De Leon, David DeLuise, Kaitlyn Maher, Jorge Diaz, George Newbern, Diedrich Bader, Mackenzie Sol",1,4.0,269.0,0
Manhunt,Movie,2017,9,1,109.0,0,0,2018,China,action & adventure,TV-MA,"action & adventure, international movies","Zhang Hanyu, Masaharu Fukuyama, Qi Wei, Ji-won Ha, Jun Kunimura, Angeles Woo, Nanami Sakuraba",1,5.2,3745.0,0
CIA: Comrade in America,Movie,2017,9,1,130.0,0,0,2018,India,action & adventure,TV-14,"action & adventure, dramas, independent movies","Dulquer Salmaan, Karthika Muraleedharan, Siddique, Soubin Shahir, Dileesh Pothan, John Vijay, Chandini Sreedharan, Jinu Joseph, Sujith Shankar, Alencier Ley Lopez",1,6.4,3647.0,0
Coffee for All,Movie,2017,9,1,69.0,0,0,2018,Italy,documentaries,TV-PG,"documentaries, international movies",,0,5.6,459.0,0
John Mulaney: Kid Gorgeous at Radio City,Movie,2018,8,1,65.0,0,1,2018,United States,stand-up comedy,TV-MA,stand-up comedy,John Mulaney,1,7.9,9292.0,0
Toc Toc,Movie,2017,9,1,96.0,0,0,2018,Spain,comedies,TV-MA,"comedies, international movies","Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero, Adrián Lastra, Oscar Martínez, Inma Cuevas, Ana Rujas, Carolina Lapausa",1,6.8,22193.0,1
Bill Nye: Science Guy,Movie,2017,9,1,97.0,0,1,2018,United States,documentaries,TV-PG,documentaries,"Bill Nye, Neil deGrasse Tyson, Eugenie Scott, Francis Collins, Ann Druyan",1,6.8,1301.0,0
Psychokinesis,Movie,2018,8,1,102.0,0,0,2018,South Korea,action & adventure,TV-MA,"action & adventure, comedies, international movies","Ryu Seung-ryong, Shim Eun-kyung, Jung-min Park, Min-jae Kim, Yu-mi Jung",0,5.9,6472.0,0
Dude,Movie,2018,8,1,97.0,0,1,2018,United States,comedies,TV-MA,"comedies, dramas, independent movies","Lucy Hale, Kathryn Prescott, Alexandra Shipp, Awkwafina, Alex Wolff, Brooke Smith, Jerry MacKinnon, Ronen Rubenstein, Satya Bhabha, Sydney Lucas",1,5.1,8006.0,0
Come Sunday,Movie,2018,8,1,105.0,0,1,2018,United States,dramas,TV-14,"dramas, faith & spirituality, independent movies","Chiwetel Ejiofor, Martin Sheen, Danny Glover, Jason Segel, Condola Rashad, Lakeith Stanfield, Stacey Sargeant, Vondie Curtis-Hall",1,6.0,2611.0,0
I Am not an Easy Man,Movie,2018,8,1,99.0,0,0,2018,France,comedies,TV-MA,"comedies, international movies, romantic movies","Vincent Elbaz, Marie-Sophie Ferdane, Pierre Benezit, Blanche Gardin, Celine Menville",1,6.3,15935.0,1
Amateur,Movie,2018,8,1,96.0,0,1,2018,United States,dramas,TV-MA,"dramas, independent movies, sports movies","Michael Rainey Jr., Josh Charles, Brian White, Sharon Leal, Ashlee Brian, Corey Parker Robinson",1,5.9,5406.0,0
Fallet,TV Show,2017,9,1,1.0,1,0,2018,Sweden,crime tv shows,TV-MA,"crime tv shows, international tv shows, tv comedies","Lisa Henni, Adam Godley, Tomas von Brömssen, Lia Boysen, Christoffer Nordenrot, Stina Rautelin, Erik Madsen, Magnus Krepper, Meliz Karlge, Linda Nilarve, Björn Granath, Richenda Carey, Dag Malmberg",1,6.8,2030.0,0
John Mulaney: New in Town,Movie,2012,14,0,60.0,0,1,2018,United States,stand-up comedy,TV-MA,stand-up comedy,John Mulaney,1,8.2,7815.0,0
Main Hoon Na,Movie,2004,22,0,171.0,0,0,2018,India,action & adventure,TV-14,"action & adventure, comedies, dramas","Shah Rukh Khan, Sunil Shetty, Sushmita Sen, Zayed Khan, Amrita Rao, Kiron Kher, Boman Irani, Bindu, Naseeruddin Shah, Kabir Bedi",1,7.1,41437.0,1
Phir Bhi Dil Hai Hindustani,Movie,2000,26,0,159.0,0,0,2018,India,comedies,TV-14,"comedies, dramas, international movies","Shah Rukh Khan, Juhi Chawla, Paresh Rawal, Satish Shah, Dilip Tahil, Govind Namdeo, Smita Jaykar, Shakti Kapoor, Johnny Lever",1,6.1,8841.0,0
First Match,Movie,2018,8,1,103.0,0,1,2018,United States,dramas,TV-MA,"dramas, independent movies, sports movies","Elvire Emanuelle, Yahya Abdul-Mateen II, Colman Domingo, Jharrel Jerome, Kim Ramirez, Jared Kemp, Allen Maldonado",1,6.4,2561.0,0
A.I.C.O.,TV Show,2018,8,1,1.0,1,0,2018,Japan,anime series,TV-14,"anime series, international tv shows","Haruka Shiraishi, Yusuke Kobayashi, Makoto Furukawa, Taishi Murata, Kaori Nazuka, M・A・O, Ryota Takeuchi, Ai Kayano, Toru Okawa, Takehito Koyasu, Atsuko Tanaka",1,6.3,1533.0,0
Malena Pichot: Estupidez compleja,Movie,2018,8,1,51.0,0,0,2018,Argentina,stand-up comedy,TV-MA,stand-up comedy,Malena Pichot,0,5.8,374.0,0
21 Thunder,TV Show,2017,9,1,1.0,1,0,2018,Canada,crime tv shows,TV-MA,"crime tv shows, international tv shows, tv dramas","Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore",1,6.0,1091.0,0
Battle Drone,Movie,2018,8,1,94.0,0,1,2018,United States,action & adventure,TV-MA,"action & adventure, independent movies, sci-fi & fantasy","Louis Mandylor, Daniel Southworth, Richard Alan Reid, Oleg Taktarov, Natassia Malthe, Jason Earles, Dominique Swain, Michael Paré",1,4.9,3572.0,0
Schubert In Love,Movie,2016,10,1,94.0,0,0,2018,Germany,comedies,TV-14,"comedies, international movies","Olaf Schubert, Mario Adorf, Marie Leuenberger, Jochen Barkas, Bert Stephan, Martina Hill, Christoph Jungmann, Luise Wolfram, Hildegard Schroedter, Imke Buchel",0,5.0,429.0,0
Swearnet Live,Movie,2014,12,0,75.0,0,0,2018,Canada,comedies,TV-MA,"comedies, international movies","Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Leigh MacInnis, Luke Gordon",1,4.6,590.0,0
Trailer Park Boys Live In F**kin' Dublin,Movie,2014,12,0,81.0,0,0,2018,Canada,movies,TV-MA,movies,"Mike Smith, John Paul Tremblay, Robb Wells, Pat Roach",1,6.2,1748.0,0
Marlon Wayans: Woke-ish,Movie,2018,8,1,67.0,0,1,2018,United States,stand-up comedy,TV-MA,stand-up comedy,Marlon Wayans,1,6.5,1541.0,0
Veronica,Movie,2017,9,1,105.0,0,0,2018,Spain,horror movies,TV-MA,"horror movies, international movies, thrillers","Sandra Escacena, Claudia Placer, Bruna González, Iván Chavero, Ana Torrent, Consuelo Trujillo",0,6.2,50898.0,1
Mute,Movie,2018,8,1,127.0,0,0,2018,United Kingdom,sci-fi & fantasy,TV-MA,"sci-fi & fantasy, thrillers","Alexander Skarsgård, Paul Rudd, Justin Theroux",1,5.5,39461.0,1
Everything Sucks!,TV Show,2018,8,1,1.0,1,1,2018,United States,tv comedies,TV-14,"tv comedies, tv dramas, teen tv shows","Jahi Di'Allo Winston, Peyton Kennedy, Patch Darragh, Claudine Mboligikpelani Nako, Rio Mangini, Quinn Liebling, Sydney Sweeney, Elijah Stevenson, Zachary Ray Sherman, Abi Brittle",1,7.4,24972.0,1
Irreplaceable You,Movie,2018,8,1,96.0,0,1,2018,United States,dramas,TV-MA,"dramas, romantic movies","Gugu Mbatha-Raw, Michiel Huisman, Christopher Walken, Steve Coogan, Kate McKinnon, Jacki Weaver, Timothy Simons, Brian Tyree Henry, Alanna Masterson, Gayle Rankin, Tamara Tunie",1,6.4,10709.0,1
Re:Mind,TV Show,2017,9,1,1.0,1,0,2018,Japan,international tv shows,TV-MA,"international tv shows, tv dramas, tv mysteries",Keyakizaka46,0,4.9,1923.0,0
When We First Met,Movie,2018,8,1,97.0,0,1,2018,United States,comedies,TV-14,"comedies, romantic movies","Adam DeVine, Alexandra Daddario, Shelley Hennig, Robbie Amell, Andrew Bachelor",1,6.4,56365.0,1
Valor,TV Show,2017,9,1,1.0,1,1,2018,United States,tv action & adventure,TV-14,"tv action & adventure, tv dramas","Christina Ochoa, Matt Barr, Corbin Reid, Charlie Barnett, W. Tré Davis",1,6.0,3552.0,0
The Bros,Movie,2017,9,1,102.0,0,0,2018,South Korea,comedies,TV-14,"comedies, dramas, international movies","Dong-hwi Lee, Dong-seok Ma, Ha-Nui Lee, Woo-jin Jo, Young-chang Song, Chang-wook Ji, Man-seok Oh, Ye-ji Seo",0,6.1,1022.0,0
Liberated: The New Sexual Revolution,Movie,2017,9,1,86.0,0,1,2018,United States,documentaries,TV-MA,documentaries,,0,6.0,1722.0,0
Bad Day for the Cut,Movie,2017,9,1,99.0,0,0,2018,United Kingdom,independent movies,TV-MA,"independent movies, international movies, thrillers","Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham, David Pearse, Brian Milligan, Anna Prochniak, Stella McCusker, Ian McElhinney, Lalor Roddy",1,6.5,8802.0,0
Katt Williams: Great America,Movie,2018,8,1,60.0,0,1,2018,United States,stand-up comedy,TV-MA,stand-up comedy,Katt Williams,1,6.3,1228.0,0
Rip Tide,Movie,2017,9,1,87.0,0,0,2018,Australia,children & family movies,TV-PG,"children & family movies, dramas, sports movies","Debby Ryan, Genevieve Hegney, Andrew Creer, Naomi Sequeira, Aaron Jeffery, Valerie Bader, Jeremy Lindsay Taylor, Danielle Carter, Marcus Graham, Kimie Tsukakoshi",1,5.5,3994.0,0
Fullmetal Alchemist,TV Show,2003,23,0,1.0,1,0,2018,Japan,anime series,TV-14,"anime series, international tv shows","Romi Park, Rie Kugimiya, Megumi Toyoguchi, Miyoko Aso, Toru Okawa, Michiko Neya, Kenji Utsumi, Hidekatsu Shibata, Ryotaro Okiayu, Yuko Sato, Yasuhiro Takato, Keiji Fujiwara, Yasunori Matsumoto, Tomoyuki Shimura, Tetsu Shiratori, Takehiro Murozono, Makoto Nagai, Mayumi Yamaguchi, Kotono Mitsuishi, Satomi Koorogi",1,8.5,83402.0,1
The Indian Detective,TV Show,2017,9,1,1.0,1,0,2017,Canada,crime tv shows,TV-14,"crime tv shows, international tv shows, tv comedies","Russell Peters, Anupam Kher, Christina Cole, Mishqah Parthiephal, Hamza Haq, Meren Reddy, William Shatner",1,6.5,3558.0,0
Barbra: The Music ... The Mem'ries ... The Magic!,Movie,2017,9,1,109.0,0,1,2017,United States,music & musicals,TV-14,music & musicals,Barbra Streisand,0,7.5,563.0,0
Godless,TV Show,2017,9,1,1.0,1,1,2017,United States,tv dramas,TV-MA,tv dramas,"Jeff Daniels, Michelle Dockery, Jack O'Connell, Scoot McNairy, Merritt Wever, Thomas Brodie-Sangster, Sam Waterston, Tantoo Cardinal",1,8.2,87966.0,1
Bon Cop Bad Cop 2,Movie,2017,9,1,126.0,0,0,2017,Canada,action & adventure,TV-MA,"action & adventure, comedies, international movies","Patrick Huard, Colm Feore, Marc Beaupré, Noam Jenkins, Andreas Apergis, Mariana Mazza, Erik Knudsen, Sarah-Jeanne Labrosse, Lucie Laurier, Neil Crone, Catherine St-Laurent",1,6.6,4526.0,0
The Bittersweet,Movie,2017,9,1,98.0,0,0,2017,China,action & adventure,TV-MA,"action & adventure, dramas, international movies","Min-ho Lee, Zhu Xuan",0,5.1,166.0,0
Strange Weather,Movie,2016,10,1,91.0,0,1,2017,United States,dramas,R,"dramas, independent movies","Holly Hunter, Carrie Coon, Kim Coates, Shane Jacobsen, Andrene Ward-Hammond, Allene Quincy, Glenne Headly",1,6.0,1906.0,0
Jack Whitehall: At Large,Movie,2017,9,1,68.0,0,0,2017,United Kingdom,stand-up comedy,TV-MA,stand-up comedy,Jack Whitehall,1,6.9,2409.0,0
1922,Movie,2017,9,1,103.0,0,1,2017,United States,dramas,TV-MA,"dramas, thrillers","Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",1,6.2,76666.0,1
One of Us,Movie,2017,9,1,95.0,0,1,2017,United States,documentaries,TV-14,documentaries,,0,7.0,7173.0,0
Lucknow Central,Movie,2017,9,1,144.0,0,0,2017,India,dramas,TV-14,"dramas, international movies, music & musicals","Farhan Akhtar, Diana Penty, Ronit Roy, Gippy Grewal, Deepak Dobriyal, Inaamulhaq, Rajesh Sharma",1,6.2,3064.0,0
Singapore,Movie,1960,66,0,158.0,0,0,2017,India,comedies,TV-PG,"comedies, dramas, international movies","Shammi Kapoor, Padmini, Maria Menado, Shashikala, Agha, K.N. Singh, Madan Puri, Helen",1,6.4,93.0,0
Blessed Benefit,Movie,2016,10,1,83.0,0,0,2017,Germany,comedies,TV-14,"comedies, dramas, international movies","Ahmad Thaher, Maher Khammash, Odai Hijazi, Nadeem Rimawi, Mahmoud al Massad, Nadim Mushahwar",0,6.6,772.0,0
Barakah Meets Barakah,Movie,2016,10,1,88.0,0,0,2017,Saudi Arabia,comedies,TV-MA,"comedies, international movies, romantic movies","Hisham Fageeh, Fatima Al-Banawi, Sami Hifny, Khairia Nazmi, Abdulmajeed Al-Ruhaidi",0,6.2,1922.0,0
For Your Own Good,Movie,2017,9,1,93.0,0,0,2017,Spain,comedies,TV-MA,"comedies, international movies","Jose Coronado, Javier Cámara, Roberto Álamo, Pilar Castro, María Pujalte, Carmen Ruiz, Silvia Alonso, Georgina Amorós, Andrea Ros, Miki Esparbé",1,5.5,2670.0,0
Paul Hollywood's Big Continental Road Trip,TV Show,2017,9,1,1.0,1,0,2017,United Kingdom,british tv shows,TV-14,"british tv shows, docuseries, international tv shows",Paul Hollywood,1,7.4,273.0,0
Jerry Before Seinfeld,Movie,2017,9,1,62.0,0,1,2017,United States,stand-up comedy,TV-14,stand-up comedy,Jerry Seinfeld,1,7.0,6249.0,0
First They Killed My Father,Movie,2017,9,1,137.0,0,0,2017,Cambodia,dramas,TV-MA,dramas,"Sreymoch Sareum, Kompheak Phoeung, Socheata Sveng, Dara Heng, Sothea Khoun, Sreyneang Oun, Kimhak Mun, Chenda Run, Nika Sarun, Nita Sarun",0,7.2,21999.0,1
#realityhigh,Movie,2017,9,1,99.0,0,1,2017,United States,comedies,TV-14,comedies,"Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis",1,5.1,7221.0,0
Carrie Pilby,Movie,2016,10,1,98.0,0,1,2017,United States,comedies,TV-MA,"comedies, dramas","Bel Powley, Nathan Lane, Vanessa Bayer, Gabriel Byrne, Jason Ritter, Colin O'Donoghue, William Moseley, Desmin Borges",1,6.7,14070.0,1
Marc Maron: Too Real,Movie,2017,9,1,70.0,0,1,2017,United States,stand-up comedy,TV-MA,stand-up comedy,Marc Maron,1,7.2,2127.0,0
Berserk: The Golden Age Arc III - The Advent,Movie,2013,13,0,107.0,0,0,2017,Japan,action & adventure,TV-MA,"action & adventure, anime features, international movies","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",1,7.8,12207.0,1
Brother's Shadow,Movie,2006,20,0,90.0,0,1,2017,United States,dramas,TV-MA,"dramas, independent movies","Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery",1,6.1,170.0,0
FINAL FANTASY XIV Dad of Light,TV Show,2017,9,1,1.0,1,0,2017,Japan,international tv shows,TV-PG,"international tv shows, tv dramas","Yudai Chiba, Ren Osugi, Fumika Baba, Yoshihiko Hakamada, Hatsunori Hasegawa, Mako Ishino",0,7.1,701.0,0
Gurren Lagann,TV Show,2007,19,0,1.0,1,0,2017,Japan,anime series,TV-14,"anime series, international tv shows","Tetsuya Kakihara, Katsuyuki Konishi, Marina Inoue, Masaya Onosaka, Nobuyuki Hiyama, Shizuka Ito, Daiki Nakamura, Kisho Taniyama, Rina Sato, Kana Ueda, Kana Asumi, Mitsuki Saiga, Takako Honda, Yukari Fukui, Kiyoyuki Yanada, Michiko Neya, Akio Suyama, Kiyoshi Kawakubo, Narushi Ikeda, Andrea Kwan, Brett Weaver, Bridget Hoffman, Dave Bridges, David Lee Mckinney, Hynden Walch, Kyle Hebert, Michelle Ruff, Yuri Lowenthal",1,8.3,25855.0,1
The Distinguished Citizen,Movie,2016,10,1,113.0,0,0,2017,Argentina,comedies,TV-MA,"comedies, dramas, international movies","Oscar Martínez, Dady Brieva, Andrea Frigerio, Nora Navas, Manuel Vicente, Belén Chavanne, Marcelo D'Andrea, Gustavo Garzón",1,7.5,14263.0,1
